call_id,customer_id,order_id,call_type,call_start_time,call_duration_secs,vet_transfer_success,call_duration_minutes
CALL000100,6285,ST2025004692,Free UCJ Consult,2024-01-21 15:40:00,911,True,15.183333333333334
CALL000101,9070,ST2025008353,Free UCJ Consult,2024-12-01 02:59:00,907,True,15.116666666666667
CALL000102,4343,ST2025004435,Free UCJ Consult,2024-03-20 06:39:00,1569,True,26.15
CALL000103,3896,ST2025005196,Free UCJ Consult,2024-03-27 23:11:00,763,False,12.716666666666667
CALL000104,9662,ST2025003130,Free UCJ Consult,2024-01-06 17:51:00,1625,True,27.083333333333332
CALL000105,2629,ST2025000221,Free UCJ Consult,2024-09-28 09:37:00,266,False,4.433333333333334
CALL000106,1825,ST2025001449,Free UCJ Consult,2024-12-17 05:49:00,784,True,13.066666666666666
CALL000107,7041,ST2025003967,Paid Vet Consult,2024-10-13 15:31:00,230,False,3.8333333333333335
CALL000108,9793,ST2025001822,Free UCJ Consult,2024-07-26 18:33:00,447,False,7.45
CALL000109,7683,ST2025006588,Paid Vet Consult,2024-02-18 19:02:00,273,True,4.55
CALL000110,9633,ST2025004924,Free UCJ Consult,2024-06-01 21:14:00,1536,True,25.6
CALL000111,9728,ST2025001813,Free UCJ Consult,2024-06-28 08:05:00,1677,False,27.95
CALL000112,5005,ST2025007201,Free UCJ Consult,2024-12-12 17:41:00,1352,True,22.533333333333335
CALL000113,5274,ST2025007502,Paid Vet Consult,2024-06-30 10:29:00,1038,True,17.3
CALL000114,6823,ST2025002090,Free UCJ Consult,2024-06-25 00:21:00,645,True,10.75
CALL000115,7160,ST2025000006,Paid Vet Consult,2024-12-03 15:12:00,346,False,5.766666666666667
CALL000116,5419,ST2025000121,Free UCJ Consult,2024-01-24 19:24:00,217,False,3.6166666666666667
CALL000117,2344,ST2025009329,Paid Vet Consult,2024-04-06 12:57:00,1530,True,25.5
CALL000118,6585,ST2025003458,Paid Vet Consult,2024-12-19 04:45:00,1109,True,18.483333333333334
CALL000119,7284,ST2025000791,Free UCJ Consult,2024-07-31 03:25:00,205,False,3.4166666666666665
CALL000120,3792,ST2025009345,Free UCJ Consult,2024-03-28 18:00:00,620,True,10.333333333333334
CALL000121,8855,ST2025005372,Free UCJ Consult,2024-10-07 18:33:00,251,True,4.183333333333334
CALL000122,1597,ST2025007902,Free UCJ Consult,2024-09-29 10:08:00,1170,False,19.5
CALL000123,2629,ST2025000939,Free UCJ Consult,2024-02-27 05:40:00,95,True,1.5833333333333333
CALL000124,2645,ST2025002092,Free UCJ Consult,2024-04-12 05:00:00,405,False,6.75
CALL000125,4457,ST2025007631,Free UCJ Consult,2024-12-05 07:16:00,851,False,14.183333333333334
CALL000126,4305,ST2025000453,Free UCJ Consult,2024-08-06 23:44:00,1435,False,23.916666666666668
CALL000127,9634,ST2025002612,Paid Vet Consult,2024-04-24 21:05:00,116,True,1.9333333333333333
CALL000128,7751,ST2025009226,Free UCJ Consult,2024-01-15 15:08:00,1306,False,21.766666666666666
CALL000129,8364,ST2025000996,Paid Vet Consult,2024-05-28 03:05:00,178,False,2.966666666666667
CALL000130,8935,ST2025009024,Free UCJ Consult,2024-09-10 18:53:00,1295,True,21.583333333333332
CALL000131,6499,ST2025005432,Free UCJ Consult,2024-04-14 07:55:00,132,False,2.2
CALL000132,2630,ST2025007344,Free UCJ Consult,2024-10-20 08:37:00,1449,True,24.15
CALL000133,1258,ST2025006368,Paid Vet Consult,2024-04-27 23:08:00,1152,False,19.2
CALL000134,6255,ST2025005831,Free UCJ Consult,2024-10-29 23:57:00,946,True,15.766666666666667
CALL000135,4300,ST2025004524,Free UCJ Consult,2024-10-07 01:13:00,321,False,5.35
CALL000136,5938,ST2025007297,Paid Vet Consult,2024-10-06 11:27:00,1390,True,23.166666666666668
CALL000137,1596,ST2025004454,Free UCJ Consult,2024-03-11 01:51:00,1022,True,17.033333333333335
CALL000138,1737,ST2025000797,Free UCJ Consult,2024-10-02 12:17:00,1700,True,28.333333333333332
CALL000139,2507,ST2025004005,Free UCJ Consult,2024-10-14 18:39:00,1037,True,17.283333333333335
CALL000140,5424,ST2025004297,Free UCJ Consult,2024-08-28 21:05:00,1572,True,26.2
CALL000141,4176,ST2025009621,Paid Vet Consult,2024-11-15 15:31:00,1774,False,29.566666666666666
CALL000142,6755,ST2025000505,Free UCJ Consult,2024-06-30 12:42:00,636,False,10.6
CALL000143,3750,ST2025002391,Paid Vet Consult,2024-06-04 03:24:00,534,False,8.9
CALL000144,7295,ST2025001782,Free UCJ Consult,2024-05-04 12:58:00,643,True,10.716666666666667
CALL000145,9903,ST2025008208,Free UCJ Consult,2024-02-04 14:53:00,1223,True,20.383333333333333
CALL000146,7121,ST2025001110,Free UCJ Consult,2024-10-28 17:49:00,401,True,6.683333333333334
CALL000147,5675,ST2025000898,Free UCJ Consult,2024-12-14 18:35:00,1259,False,20.983333333333334
CALL000148,6840,ST2025006535,Free UCJ Consult,2024-09-21 21:29:00,671,True,11.183333333333334
CALL000149,3711,ST2025001487,Free UCJ Consult,2024-10-11 21:40:00,1380,True,23.0
CALL000150,8329,ST2025006502,Free UCJ Consult,2024-04-17 13:38:00,1728,True,28.8
CALL000151,9328,ST2025002212,Free UCJ Consult,2024-08-08 12:17:00,851,True,14.183333333333334
CALL000152,8851,ST2025005547,Free UCJ Consult,2024-10-30 01:38:00,410,True,6.833333333333333
CALL000153,6027,ST2025002399,Free UCJ Consult,2024-10-26 15:00:00,1097,True,18.283333333333335
CALL000154,9411,ST2025001989,Free UCJ Consult,2024-03-30 22:15:00,146,False,2.433333333333333
CALL000155,3031,ST2025006386,Free UCJ Consult,2024-11-28 04:07:00,269,False,4.483333333333333
CALL000156,6154,ST2025003130,Free UCJ Consult,2024-04-22 20:59:00,1245,True,20.75
CALL000157,8002,ST2025009422,Paid Vet Consult,2024-07-18 01:49:00,287,True,4.783333333333333
CALL000158,3898,ST2025005619,Free UCJ Consult,2024-06-27 19:20:00,1756,True,29.266666666666666
CALL000159,4793,ST2025004631,Free UCJ Consult,2024-01-07 20:52:00,1568,True,26.133333333333333
CALL000160,7038,ST2025007099,Free UCJ Consult,2024-12-27 03:25:00,823,True,13.716666666666667
CALL000161,9869,ST2025001079,Free UCJ Consult,2024-11-15 05:35:00,769,True,12.816666666666666
CALL000162,3023,ST2025004370,Free UCJ Consult,2024-07-20 13:34:00,1603,False,26.716666666666665
CALL000163,5675,ST2025004986,Free UCJ Consult,2024-07-04 20:15:00,1722,True,28.7
CALL000164,1988,ST2025005203,Free UCJ Consult,2024-01-22 07:23:00,775,True,12.916666666666666
CALL000165,2102,ST2025001245,Free UCJ Consult,2024-05-04 16:27:00,293,True,4.883333333333334
CALL000166,4718,ST2025001093,Free UCJ Consult,2024-09-18 16:54:00,1095,True,18.25
CALL000167,5992,ST2025008552,Free UCJ Consult,2024-12-19 06:49:00,494,True,8.233333333333333
CALL000168,4629,ST2025005115,Free UCJ Consult,2024-07-26 11:16:00,1488,False,24.8
CALL000169,5765,ST2025004257,Paid Vet Consult,2024-06-26 20:25:00,540,False,9.0
CALL000170,7691,ST2025008827,Free UCJ Consult,2024-09-30 20:30:00,760,True,12.666666666666666
CALL000171,4607,ST2025002077,Free UCJ Consult,2024-05-11 05:01:00,823,False,13.716666666666667
CALL000172,3660,ST2025006108,Free UCJ Consult,2024-03-09 20:07:00,1262,True,21.033333333333335
CALL000173,2802,ST2025004372,Free UCJ Consult,2024-01-08 07:25:00,484,True,8.066666666666666
CALL000174,1570,ST2025000730,Free UCJ Consult,2024-10-09 01:04:00,1345,False,22.416666666666668
CALL000175,2132,ST2025006022,Free UCJ Consult,2024-04-18 05:55:00,1676,True,27.933333333333334
CALL000176,4748,ST2025009848,Free UCJ Consult,2024-09-14 04:06:00,1638,False,27.3
CALL000177,5780,ST2025001742,Free UCJ Consult,2024-09-18 18:13:00,644,True,10.733333333333333
CALL000178,3000,ST2025000062,Paid Vet Consult,2024-11-21 23:57:00,390,False,6.5
CALL000179,8594,ST2025005377,Free UCJ Consult,2024-08-31 04:11:00,80,False,1.3333333333333333
CALL000180,4535,ST2025007801,Free UCJ Consult,2024-07-31 21:57:00,1605,False,26.75
CALL000181,2212,ST2025007492,Free UCJ Consult,2024-10-30 10:17:00,1551,True,25.85
CALL000182,1692,ST2025002279,Free UCJ Consult,2024-11-22 04:49:00,1311,True,21.85
CALL000183,8080,ST2025004199,Free UCJ Consult,2024-03-18 15:01:00,77,False,1.2833333333333334
CALL000184,3102,ST2025008725,Free UCJ Consult,2024-01-26 05:51:00,1196,True,19.933333333333334
CALL000185,9080,ST2025006523,Free UCJ Consult,2024-11-06 18:03:00,289,False,4.816666666666666
CALL000186,3841,ST2025002040,Free UCJ Consult,2024-01-07 01:08:00,336,True,5.6
CALL000187,2556,ST2025009314,Free UCJ Consult,2024-05-14 09:40:00,549,False,9.15
CALL000188,2673,ST2025009260,Paid Vet Consult,2024-03-01 10:40:00,1139,True,18.983333333333334
CALL000189,4255,ST2025007074,Free UCJ Consult,2024-12-23 10:51:00,165,False,2.75
CALL000190,8987,ST2025002462,Free UCJ Consult,2024-11-25 00:12:00,915,True,15.25
CALL000191,6315,ST2025008302,Free UCJ Consult,2024-06-26 08:29:00,769,True,12.816666666666666
CALL000192,9090,ST2025004214,Free UCJ Consult,2024-03-26 19:17:00,1238,True,20.633333333333333
CALL000193,4683,ST2025006864,Free UCJ Consult,2024-06-03 05:47:00,1137,True,18.95
CALL000194,3763,ST2025006115,Free UCJ Consult,2024-11-06 02:35:00,197,False,3.283333333333333
CALL000195,8069,ST2025002303,Free UCJ Consult,2024-03-31 18:19:00,495,False,8.25
CALL000196,6316,ST2025001011,Free UCJ Consult,2024-02-04 05:41:00,1567,True,26.116666666666667
CALL000197,1737,ST2025000145,Paid Vet Consult,2024-11-23 20:59:00,64,True,1.0666666666666667
CALL000198,3309,ST2025007721,Free UCJ Consult,2024-09-08 14:47:00,884,False,14.733333333333333
CALL000199,2129,ST2025000741,Free UCJ Consult,2024-04-01 12:48:00,872,True,14.533333333333333
CALL000200,9683,ST2025005300,Free UCJ Consult,2024-01-09 03:40:00,1677,False,27.95
CALL000201,9624,ST2025005210,Free UCJ Consult,2024-10-14 22:11:00,802,True,13.366666666666667
CALL000202,5766,ST2025009556,Free UCJ Consult,2024-09-25 02:06:00,715,True,11.916666666666666
CALL000203,6062,ST2025005630,Free UCJ Consult,2024-07-18 21:00:00,1196,False,19.933333333333334
CALL000204,9930,ST2025009836,Paid Vet Consult,2024-04-02 08:35:00,255,True,4.25
CALL000205,7628,ST2025005879,Free UCJ Consult,2024-03-23 09:48:00,1449,False,24.15
CALL000206,8864,ST2025004460,Free UCJ Consult,2024-12-29 14:47:00,381,False,6.35
CALL000207,2936,ST2025002880,Free UCJ Consult,2024-05-21 01:07:00,436,True,7.266666666666667
CALL000208,3185,ST2025000114,Free UCJ Consult,2024-08-20 00:18:00,917,True,15.283333333333333
CALL000209,9106,ST2025000966,Paid Vet Consult,2024-11-08 08:41:00,1527,True,25.45
CALL000210,1270,ST2025009897,Free UCJ Consult,2024-10-21 05:57:00,453,True,7.55
CALL000211,1665,ST2025006189,Paid Vet Consult,2024-06-30 12:56:00,358,False,5.966666666666667
CALL000212,2102,ST2025004249,Free UCJ Consult,2024-06-25 19:09:00,1636,False,27.266666666666666
CALL000213,7878,ST2025001897,Free UCJ Consult,2024-02-15 03:34:00,1301,True,21.683333333333334
CALL000214,1552,ST2025009493,Free UCJ Consult,2024-08-06 09:28:00,1456,True,24.266666666666666
CALL000215,6650,ST2025005257,Free UCJ Consult,2024-09-16 18:25:00,1345,False,22.416666666666668
CALL000216,2307,ST2025001194,Free UCJ Consult,2024-03-20 09:01:00,204,False,3.4
CALL000217,8984,ST2025006004,Free UCJ Consult,2024-05-19 01:20:00,1535,False,25.583333333333332
CALL000218,7010,ST2025000771,Free UCJ Consult,2024-05-23 19:19:00,1151,True,19.183333333333334
CALL000219,3667,ST2025007555,Free UCJ Consult,2024-12-18 21:12:00,1274,False,21.233333333333334
CALL000220,7944,ST2025002978,Free UCJ Consult,2024-11-27 14:21:00,646,False,10.766666666666667
CALL000221,3278,ST2025003366,Free UCJ Consult,2024-05-14 20:01:00,1643,True,27.383333333333333
CALL000222,5249,ST2025001312,Free UCJ Consult,2024-12-13 01:45:00,1523,False,25.383333333333333
CALL000223,2465,ST2025005780,Paid Vet Consult,2024-04-02 01:08:00,169,True,2.816666666666667
CALL000224,4998,ST2025008255,Paid Vet Consult,2024-05-12 09:11:00,649,True,10.816666666666666
CALL000225,3014,ST2025007639,Free UCJ Consult,2024-03-28 10:05:00,723,False,12.05
CALL000226,6264,ST2025004087,Free UCJ Consult,2024-08-14 06:19:00,871,True,14.516666666666667
CALL000227,3295,ST2025006343,Free UCJ Consult,2024-08-15 19:56:00,127,True,2.1166666666666667
CALL000228,6243,ST2025009993,Paid Vet Consult,2024-02-08 10:00:00,254,True,4.233333333333333
CALL000229,6408,ST2025003444,Paid Vet Consult,2024-12-10 14:46:00,955,True,15.916666666666666
CALL000230,9661,ST2025001821,Free UCJ Consult,2024-05-28 08:26:00,671,True,11.183333333333334
CALL000231,6898,ST2025006463,Free UCJ Consult,2024-06-12 09:39:00,1185,True,19.75
CALL000232,3603,ST2025003068,Free UCJ Consult,2024-05-26 05:37:00,1735,False,28.916666666666668
CALL000233,9010,ST2025008789,Free UCJ Consult,2024-03-19 16:10:00,202,True,3.3666666666666667
CALL000234,5072,ST2025001256,Paid Vet Consult,2024-09-15 19:00:00,1262,True,21.033333333333335
CALL000235,7159,ST2025003778,Free UCJ Consult,2024-05-02 00:54:00,532,True,8.866666666666667
CALL000236,3768,ST2025002602,Paid Vet Consult,2024-10-11 04:00:00,1240,False,20.666666666666668
CALL000237,7585,ST2025000043,Paid Vet Consult,2024-03-23 08:12:00,1435,False,23.916666666666668
CALL000238,1126,ST2025009119,Free UCJ Consult,2024-01-28 23:09:00,921,True,15.35
CALL000239,3072,ST2025009804,Free UCJ Consult,2024-06-10 18:45:00,1374,False,22.9
CALL000240,9837,ST2025003688,Paid Vet Consult,2024-03-04 22:50:00,1447,True,24.116666666666667
CALL000241,5796,ST2025002135,Free UCJ Consult,2024-06-17 20:07:00,848,True,14.133333333333333
CALL000242,3282,ST2025006977,Free UCJ Consult,2024-01-10 12:30:00,1067,True,17.783333333333335
CALL000243,2797,ST2025009193,Free UCJ Consult,2024-05-08 07:53:00,1706,True,28.433333333333334
CALL000244,5440,ST2025005973,Paid Vet Consult,2024-09-14 02:36:00,247,False,4.116666666666666
CALL000245,5858,ST2025009654,Free UCJ Consult,2024-12-02 01:34:00,1787,False,29.783333333333335
CALL000246,5136,ST2025007415,Paid Vet Consult,2024-04-21 16:28:00,557,False,9.283333333333333
CALL000247,2391,ST2025006395,Free UCJ Consult,2024-06-20 06:58:00,1398,True,23.3
CALL000248,6540,ST2025007228,Free UCJ Consult,2024-08-09 11:25:00,1504,False,25.066666666666666
CALL000249,2447,ST2025005036,Free UCJ Consult,2024-08-22 15:56:00,724,True,12.066666666666666
CALL000250,7533,ST2025002082,Free UCJ Consult,2024-12-30 04:12:00,922,False,15.366666666666667
CALL000251,4521,ST2025003660,Free UCJ Consult,2024-12-23 06:55:00,1572,True,26.2
CALL000252,9802,ST2025009717,Free UCJ Consult,2024-03-15 16:57:00,637,True,10.616666666666667
CALL000253,3102,ST2025003993,Free UCJ Consult,2024-04-08 22:23:00,256,True,4.266666666666667
CALL000254,8282,ST2025002779,Paid Vet Consult,2024-09-08 07:19:00,141,False,2.35
CALL000255,4872,ST2025003173,Paid Vet Consult,2024-12-06 22:42:00,272,False,4.533333333333333
CALL000256,3171,ST2025002626,Free UCJ Consult,2024-12-07 08:27:00,424,True,7.066666666666666
CALL000257,4697,ST2025000785,Free UCJ Consult,2024-10-10 01:31:00,398,True,6.633333333333334
CALL000258,4901,ST2025006546,Free UCJ Consult,2024-12-23 05:28:00,1659,True,27.65
CALL000259,5072,ST2025004897,Free UCJ Consult,2024-10-29 05:23:00,974,False,16.233333333333334
CALL000260,2997,ST2025009993,Paid Vet Consult,2024-02-16 14:38:00,1130,True,18.833333333333332
CALL000261,5179,ST2025001970,Free UCJ Consult,2024-10-04 04:55:00,502,True,8.366666666666667
CALL000262,9724,ST2025003562,Free UCJ Consult,2024-06-26 02:14:00,223,False,3.716666666666667
CALL000263,8647,ST2025002220,Free UCJ Consult,2024-09-12 18:03:00,979,True,16.316666666666666
CALL000264,8597,ST2025007794,Free UCJ Consult,2024-05-10 09:30:00,1028,True,17.133333333333333
CALL000265,7869,ST2025009956,Free UCJ Consult,2024-05-14 12:56:00,999,False,16.65
CALL000266,8259,ST2025000024,Free UCJ Consult,2024-07-19 12:09:00,1526,True,25.433333333333334
CALL000267,6432,ST2025004831,Free UCJ Consult,2024-11-25 17:59:00,383,True,6.383333333333334
CALL000268,8190,ST2025000322,Paid Vet Consult,2024-03-07 22:59:00,898,False,14.966666666666667
CALL000269,4768,ST2025000928,Free UCJ Consult,2024-09-17 08:33:00,1171,False,19.516666666666666
CALL000270,1768,ST2025003261,Paid Vet Consult,2024-12-29 09:57:00,157,True,2.6166666666666667
CALL000271,6093,ST2025005924,Paid Vet Consult,2024-06-05 13:19:00,1399,True,23.316666666666666
CALL000272,9534,ST2025008071,Free UCJ Consult,2024-08-02 03:44:00,658,True,10.966666666666667
CALL000273,7199,ST2025006635,Paid Vet Consult,2024-02-02 09:31:00,1751,False,29.183333333333334
CALL000274,5673,ST2025006825,Free UCJ Consult,2024-01-21 02:05:00,798,True,13.3
CALL000275,3950,ST2025003375,Free UCJ Consult,2024-11-05 11:32:00,1377,True,22.95
